team,post,post_author,post_time,tag
Betboom,"I was super pleased to see GamerLegion best the odds and take down BetBoom in the reverse sweep 2-1 map series, can’t wait to see how they take that energy and roll with it into the next stage!",Cam,2024-11-20T19:22:11.551Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,If GamerLegion stunt on Sinners in map3 only to stumble the landing against BETBOOM of all teams to face for the final spot in shanghai… so god help them,Cam,2024-11-20T11:55:27.918Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"Pas de grosse surprise dans ces RMR EU A, les favoris ont répondu présent, à l'exception peut être de Falcons et SAW, mais vu les niveau et le changement, c'est pas la surprise de l'année non plus. (reste un slot à jouer pour BetBoom, Sinners et Gamer Legion)",LSR ,2024-11-20T11:06:46.153Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"BetBoom eliminate SAW to reach seventh-place decider in EU RMR A

nafany's side still needs one more series win to secure a spot in the Shanghai Major.

Read more:

#cs #cs2 #hltv",HLTV RSS FEED,2024-11-20T05:01:16.526300+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"#BetBoom eliminate #SAW from the Shanghai Major after winning Vertigo 13-9 and Ancient 13-9.

#CS2 #ShanhaiMajor #counterstrike",Mike,2024-11-20T03:54:08.775Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"🎮🔥 Vitality (13) vs BetBoom (3)! 🔥🎮

Winner: Vitality

Event: Perfect World Shanghai Major 2024 Europe RMR A#cs #cs2 #hltv #Vitality #BetBoom","Counter-Strike Rankings, Upcoming Matches, and Results",2024-11-20T02:45:34.477447+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"🎮🔥 BetBoom (2) vs Nemiga (0)! 🔥🎮

Winner: BetBoom

Event: Perfect World Shanghai Major 2024 Europe RMR A#cs #cs2 #hltv #BetBoom #Nemiga","Counter-Strike Rankings, Upcoming Matches, and Results",2024-11-20T02:39:43.978242+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"#SAW take on #BetBoom in an elimination BO3.

Map 1 is Vertigo. Map and the decider will be Ancient and Dust II respectively.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-20T02:33:48.475Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"🎮🔥 SAW vs BetBoom at Perfect World Shanghai Major 2024 Europe RMR A! 🔥🎮

📅 Date: 2024-11-20T03:00:00
⭐ Star Rating: ✪✪✪✪✪#cs #cs2 #hltv #SAW #BetBoom","Counter-Strike Rankings, Upcoming Matches, and Results",2024-11-20T01:40:30.946528+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"inb4 map veto: saw pick nuke, betboom pick anubis, ancient decider 😎",Cam,2024-11-19T23:54:07.573Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"EU group A 2-2 bracket, sorry heartbreak on the horizon for some hardworking teams. Sinners Vs GamerLegion in particular is the most painful to me, both showed great resilience throughout their matchups so far. SAW in their game Vs BetBoom seems the only clear favorite out of the 3 final matchups",Cam,2024-11-19T20:25:12.918Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"13. Complexity (237 points)
14. Eternal Fire (230 points)
15. GamerLegion (201 points)
16. FURIA (181 points)
17. Monte (151 points)
18. The MongolZ (120 points)
19. Astralis (118 points)
20. 9 Pandas (99 points)
21. Liquid (90 points)
22. BetBoom (88 points)
23. AMKAL (80 points)
24. SAW (79 points","Counter-Strike Rankings, Upcoming Matches, and Results",2024-11-19T18:31:45.770356+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"#BetBoom eliminate #Nemiga from the Shanghai Major 2-0 after a 13-8 victory on Mirage.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-19T06:40:24.306Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"#BetBoom take Ancient 13-8 over #Nemiga.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-19T05:56:57.532Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"#BetBoom take on #Nemiga in an elimination BO3.

Map 1 will be Ancient, map 2 will be Mirage, and the decider will be Anubis.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-19T05:02:03.488Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"#Fnatic just barely edge out the win over #BetBoom on Nuke 13-11.

Fnatic improve to 2-1 while BetBoom drop to 1-2 and have elimination looming over them.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-18T05:56:17.232Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"#Fnatic go head to head with #BetBoom in a BO1 on Nuke.

Both teams currently sit at a 1-1 record.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-18T05:11:20.049Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"Not looking bad so far, disappointed in GL's loss to Eclot but after messing with the bracket I still think they can go through! BetBoom also looking like a solid bet as well, excited to see how the 1-1 games play out tonight.",Zeke,2024-11-17T22:37:58.832Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"Huge performances from both Mezii and Spinx allow for #Vitality to steamroll over #BetBoom 13-3 on Nuke.

Vitality continue to plow through the competition.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-17T11:15:38.829Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"#BetBoom stomp #UNiTY on Anubis 13-4.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-17T08:45:56.387Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"RMR Shanghai Major 🇨🇳

Mine predictions for kvalifikationen i Europa gruppe A

🎟️Navi
🎟️Vitality
🎟️Mouz
🎟️Faze
🎟️SAW
🎟️Fnatic
🎟️Cloud9

🫧: Falcons, Betboom, GamerLegion

🗑️Nemiga, Sangal, Sinners, Rebels, Eclot, Unity

Hvad er jeres tanker?

#Majorpådansk #cspådansk",Mikespike,2024-11-16T21:13:19.785Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"fnatic making it is super nice, this team is growing on me somehow i fw them heavy
i also fw gamerlegion heavy now i guess ... FL4MUS STICKERS WE WILL BE THERE !!!!!
other than that i don't have much to say such a boring end to the final rmr but it is what it is (RIP BB :( NAFANY.... ZORTE ...)",katseru,2024-11-20T19:29:15.075Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"Kaixo! Toti Martínez de Lezearen ia liburu guztiak euskaratuta daudela esango nuke. Azkenekoak, behintzat, bai. Telegramen badago ""Euskal Mediateka"" izeneko talde bat, agian bertan zer edo zer topa dezakezu. Zorte on!",Zirikatzen,2024-11-17T18:48:57.033Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"Kairon: Definitely probably lol but it depends a bit, but he's comfortable in his body
Hjek: Hard no",Papa Ray's Pizza Palace,2024-11-20T21:34:15.906Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"1. Character Name?
I have two. My main is Kairon Tumet and my alt is Hjek Rehw-dvre",Papa Ray's Pizza Palace,2024-11-20T15:42:26.035Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,Kairon; IRSE! - Ujubasajuba,Silver B),2024-11-19T18:04:24.669Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"choosing just 4 is HARD, man","Joe ""deathburger"" Bosno",2024-11-18T23:40:58.437Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"@kairon-o-druida.bsky.social eu estou com dor de cabeça de tanto ler livro de arcanismo, me empresta aquele seu da Tiamat? Vou dar uma “estudada” antes do concerto do Loki",Rapierada da Lys 👑💕,2024-11-18T18:01:57.528Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"Kairon: No lol it's just gonna get messed up again when he goes to bed

Hjek: of course wtf?????",Papa Ray's Pizza Palace,2024-11-17T13:47:35.687Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,It'd be hugs and kisses vs head locks with Kairon lol,Papa Ray's Pizza Palace,2024-11-17T01:46:38.181Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"I just have 1 guy named after my favourite apple (Fuji) and then 2 people with names I simply like (Kairon, Haruka) and then I got Lulusi who is just lalafelled ""Lucy"" which feels underwhelming but yeah I didn't reallput too much thought behind it 😭",Yaerisu🏳️‍🌈 SAM LB survivor ,2024-11-16T22:47:45.807Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"Hey~ I’m Kye and I mainly draw my D&D or Vampire the Masquerade OCs! I’ve been drawing for the last few years and my style is forever evolving! I also like anime and video games!

#Artshare",Kye Buddy —✦,2024-11-16T16:14:58.353Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,"Bluesky’s open, quote one art to promote yourself! ✨

#Promotesky #Tiefling #Druid #OC #OCSky #Art #DND #ttrpg #DungeonsandDragons",Kye Buddy —✦,2024-11-16T05:06:59.288Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,Oh yeah let's share lol,Papa Ray's Pizza Palace,2024-11-16T04:42:22.470Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,No shot lol Kairon would fail frame 0,Papa Ray's Pizza Palace,2024-11-15T15:51:38.248Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Betboom,I'm remembering how to draw #art #ffxiv #kairontumet,Papa Ray's Pizza Palace,2024-11-15T03:48:02.787Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"One Crypto casino down, one👍
Shocker, it was a scam all along!!!🤯

Just a bit annoying that it impacts negatively the CS scene, with their CS team being obviously ejected soon, and Cloud9 losing an important sponsor

escorenews.com/en/csgo/news...",Flamyft,2024-11-20T22:44:33.293Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"FUT Esports and G2 will be rounding out the 8 teams at Red Bulls' Home Ground event in Berlin Germany.

The teams participating are:
FNATIC
Karmine Corp
FOKUS
Cloud9
Team Heretics
T1
FUT Esports
G2 Esports",VCT News,2024-11-20T21:34:41.722Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"FaZe beat Cloud9 to earn Elimination Stage spot

karrigan's team joins Vitality, MOUZ and NAVI in the second stage of the Major.

Read more:

#cs #cs2 #hltv",HLTV RSS FEED,2024-11-20T13:01:23.797260+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"LPL: don't have a team
LCK: GenG and Damwon
LEC: the last two orgs I became a fan of gut nuked a year after, but I will be cheering on FNC next year
LTA: Cloud9 my beloved.",DÆWN,2024-11-20T09:58:26.723Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,Cloud9 will win the Major,Mauisnake,2024-11-20T07:52:15.317Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"🎮🔥 Nemiga (5) vs Cloud9 (13)! 🔥🎮

Winner: Cloud9

Event: Perfect World Shanghai Major 2024 Europe RMR A#cs #cs2 #hltv #Nemiga #Cloud9","Counter-Strike Rankings, Upcoming Matches, and Results",2024-11-20T02:44:30.747433+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"🎮🔥 Cloud9 (13) vs Sangal (2)! 🔥🎮

Winner: Cloud9

Event: Perfect World Shanghai Major 2024 Europe RMR A#cs #cs2 #hltv #Cloud9 #Sangal","Counter-Strike Rankings, Upcoming Matches, and Results",2024-11-20T02:42:54.952080+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"🎮🔥 FaZe (2) vs Cloud9 (1)! 🔥🎮

Winner: FaZe

Event: Perfect World Shanghai Major 2024 Europe RMR A#cs #cs2 #hltv #FaZe #Cloud9","Counter-Strike Rankings, Upcoming Matches, and Results",2024-11-20T02:37:35.229049+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"In anticipation of the upcoming LTA season. Here are some of my favourite pro casters/analysts/streamers to follow for all your pro League needs! ♥️ 

So excited to see how the upcoming structure changes shape the new era. Still waiting for Cloud9 to get bsky!

go.bsky.app/6LQYbkx",MrRobaBob,2024-11-19T20:55:49.472Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"🎮🔥 Counter-Strike Recent Results:🔥🎮

MIBR Academy (2) vs BESTIA Academy (0) at CCT Season 2 South America Series 5
Patins da Ferrari (0) vs NITRO (2) at CCT Season 2 South America Series 5
FaZe (2) vs Cloud9 (1) at Perfect World Shanghai Major 2024 Europe RMR A","Counter-Strike Rankings, Upcoming Matches, and Results",2024-11-19T19:01:33.443338+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,,"AvaThorne, The Everdistant Utopia",2024-11-19T15:28:10.359Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"Está a acontecer um FaZe vs Cloud9 e o terceiro mapa é Inferno

Entendedores entenderão",Rafael Ferreira,2024-11-19T14:05:54.946Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"LISTEN BLUESKY i came here for a fresh start… I DONT WANT NO PORN SHII OR NO SEXUAL SHI ON THIS. I just wanna make new friends, tweet and scroll whilst i’m high, and share my fried thoughts! #Blacksky #Bluesky #Cloud9 #Weedsky #Anime",B. Saint Patrick,2024-11-19T09:36:24.348Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,I don't mind saw over fnatic or cloud9. I just don't know the players or org too well. Tho I have mutiris on my fantasy.,RhawketS,2024-11-19T08:36:49.667Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"#Cloud9 qualify for the Shanghai Major after they defeat #Sinners 2-1 with a 13-11 victory on Dust II.

Sinners will need to win one more BO3 to qualify.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-19T04:59:11.947Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"#Sinners take Vertigo 13-9 over #Cloud9.

We now move to Dust II to see who qualifies for the major.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-19T04:11:38.901Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"#Cloud9 take Mirage 13-7 over #Sinners.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-19T04:07:56.970Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"#Sinners take on #Cloud9 in a BO3 to see who will get the number 3 seed in the Shanghai Major.

Map 1 will be Mirage. Map 2 will be Vertigo, and the decider will be Dust II.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-19T04:03:57.176Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"EU Group B Qualifiers ongoing for the CS2 Major.

Hoping the 7 teams that qualify are...
Vitality ✅
MOUZ ✅
NAVI 
Cloud9
FaZe Clan
GamerLegion
Fnatic",RhawketS,2024-11-19T04:01:37.704Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,i’m on cloud666 not cloud9,a,2024-11-19T00:24:38.407Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,Still crazy that there has been zero CS teams comparable to the skill level of the 2018 MAJOR champions Cloud9,Austin Abadir,2024-11-18T09:50:39.228Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"Nd he wasn’t lying
It’s almost 5am and I’m making ways to smoke w this nigga😂😂
#cloud9",Coochie Hashira Cisco (49%),2024-11-18T04:44:01.839Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"Bro: “What yo plans for today”

Me: “Just wanna be on cloud9 and vibe to music”

Bro: “i’ll be 2mins”",B. Saint Patrick,2024-11-18T04:41:45.820Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"#Cloud9 pummel #Sangal 13-2 on Mirage.

Cloud9 rise to 2-1 while Sangal fall to 1-2 and will be on the cusp of elimination.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-18T04:32:21.033Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,#cloud9 > #weedsky,Coochie Hashira Cisco (49%),2024-11-18T04:31:41.270Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"#Cloud9 take down #Nemiga on Inferno 13-5.

HeavyGod was seemingly unstoppable.

C9 climb to 1-1 while Nemiga fall to 0-2 and are one loss away from being eliminated.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-17T12:20:05.993Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,Snow Queen ❄️,Vanta 🫐,2024-11-20T23:54:18.800Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"Gran Turismo 7’s Spec II Update Adds New Cars, Lake Louise Snow Track, Enhanced GT Sophy AI, and Expanded Gameplay Features in November 2024. #GameUpdates #Games #newgames #GameNews #GranTurismo7 #GamingIndustry #VideoGames",New Games,2024-11-20T23:52:57.850Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,Actual footage of me as my icy cold hands grip the mug and I realize how warm it is LEL,🧋ArcanumBun🐰,2024-11-20T23:52:35.876Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"🚨 Winter Storm Warning issued November 20 at 3:39PM PST until November 20 at 4:00PM PST by NWS Medford OR 🚨
Additional Details Here.(2/2)",Alerts from NWS Medford OR (UNOFFICIAL),2024-11-20T23:45:26+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"🚨 Winter Storm Warning issued November 20 at 3:39PM PST until November 20 at 4:00PM PST by NWS Medford OR 🚨
Additional Details Here.
(1/2)",Alerts from NWS Medford OR (UNOFFICIAL),2024-11-20T23:45:26+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"Oh, hey, Alaska. 🤩❄️☀️ #AlaskaSky",Ali,2024-11-20T23:41:45.633Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"Just a reminder to everyone, just because you have a 4WD vehicle, it doesn’t save you from icy roads 😉

And it’s **always** a Jeep or Dodge truck driver in the ditch 🤦‍♂️",Matt,2024-11-20T23:40:29.993Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"NEW WEATHER ADVISORY: Winter Storm Warning 

Light snow will continue at times this evening with an additional 1 to 3 inches of accumulation. Continue to exercise caution due to icy snow covered roads. Snow levels will rise above 5000 feet overnight. See more: watchedsky.social/app/alerts/...",National Weather Service Alerts,2024-11-20T23:39:00Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"NEW WEATHER ADVISORY: Winter Weather Advisory 

Light snow will continue at times this evening with an additional 1 to 3 inches of accumulation. Continue to exercise caution due to icy snow covered roads. Snow levels will rise above 5000 feet overnight. See more: watchedsky.social/app/alerts/...",National Weather Service Alerts,2024-11-20T23:39:00Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,I think I probably have saved myself from swerving into a car or off the road 10+ times each time I’ve driven in snow conditions that are icy,,2024-11-20T23:32:52.966Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"Tidemon, fated partner of ChozoMike, has digivolved to Akhlutmon!

#Digimon #Digifake #デジモン",Syntax,2024-11-20T23:31:59.823Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"his icy blue eyes!!!!! and just how,,,,, soft and silly he is",au ra supremacy ,2024-11-20T23:31:14.148Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,HOT AF to watch as well.  Absolutely the right moment to remove the hard hat.  And WARM gunge!  Can never see the point of shivering under icy stuff ...,messytimes,2024-11-20T23:30:54.642Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"Special Weather Statement issued November 20 at 5:20PM CST by NWS La Crosse WI
Additional Details Here.",Alerts from NWS La Crosse WI (UNOFFICIAL),2024-11-20T23:30:04+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"London’s icy wind with bouts of rain this week was perhaps more pathetic fallacy than anyone needed during the Jefferies London Healthcare conference and London Life Sciences Week, writes BioCentury Ed in Chief @fishburnsimone.bsky.social Here's her take on the mood in biotech in wake of Trump's win",Jeff Cranmer,2024-11-20T23:15:49.905Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"Update from Minnesota: 27°F and snowy! ❄️❄️❄️

It's probably not normal for one to giggle while they penguin-walk down an icy sidewalk, but I'm just so happy to see some cold and snow. We were robbed of it last winter.

My only gripe is that I have to be at work instead of at home reading.",Cassandra,2024-11-20T23:13:52.413Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,Def not sexy! Icy hole!,SwampBttm👻🔒🎀 they/he,2024-11-20T23:10:46.902Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"The Drauth, lovingly referred to as ""Bone Guy"" in the Discord, is a master of death and decay, freezing abilities and leaving an army of skeletons in his wake.

We had a very clear vision for Drauth, so it only took a few concept passes before we got there.

#Art #Boardgame #Gamedev #Promo #Fantasy",Power Well,2024-11-20T23:07:37.117Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"The icy adidas Anthony Edwards 1 Low ""Blue Burst"" releases December 2024",SNEAKER NEWS,2024-11-20T22:58:00.613Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,// 👁️ I see you Icy.,¬C н ι l d ε | A j α χ,2024-11-20T22:56:13.815Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,what about the booties darth,Mr. Tambourine Man,2024-11-20T22:52:33.834Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"“Alright folks! Give a nice round of applause to Icy Thot! What an amazing show tonight,” Kaminari announced over the sound of clapping hands and wolf whistles. Kirishima saw the stripper beckon Sero from the side of the stage, the other man jumping up dutifully and",Jaz,2024-11-20T22:52:15.901Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"They were hired on the spot, their physique enough to prove to the management that they could handle even the rowdiest of clientele.

Fast forward to the present, which found Kirishima on standby, bored out of his mind. Todoroki “Icy Thot” Shouto was a good performer, but he",Jaz,2024-11-20T22:52:15.897Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"Chapter 1: Kirishima's POV

The bass was pumping loudly in the club, the patrons all murmuring as they waited for the main event of the night. It wasn’t like they didn’t appreciate seeing the other performers, the current one being Icy Thot, but that’s not why they were there.",Jaz,2024-11-20T22:52:15.893Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
Cloud9,"hahahaha, i love watching the dominoes fall as more and more people succumb to the icy charms of Jack Frost 😉❄️ behold!!! more pretty Jack pictures be upon ye!!!

#jackfrost #thesantaclause3",✨❄️snowleska❄️✨,2024-11-20T22:51:51.422Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"A force de couver, l'incident éclot !",Johannes Herrmann (Phylloscopus),2024-11-20T19:39:39.638Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,Fnatic overcome Eclot with a 19-17 overtime win to qualify for the Shanghai Major!,CS2 News,2024-11-20T09:36:34.216Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"#Fnatic eliminate #ECLOT 2-1 with a 13-4 victory on Ancient and a 19-17 victory on Nuke.

Eclot won Inferno 13-11 but they couldn’t close out Nuke.

Fnatic qualify for the Shanghai Major with the 6th seed.

#CS2 #counterstrike",Mike,2024-11-20T08:34:06.711Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,baitF goat #counterstrike #cs2 #shanghaimajor2024,reeyarn,2024-11-20T07:30:00.105Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"#ECLOT prepare to take on #Fnatic in an elimination BO3.

Map 1 is Ancient. Map 2 and the decider will be Inferno and Nuke respectively.

#CS2 #ShanghaiMajor #counterstrike",Mike,2024-11-20T04:59:17.333Z,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
ECLOT,"🎮🔥 Falcons (16) vs ECLOT (13)! 🔥🎮

Winner: Falcons

Event: Perfect World Shanghai Major 2024 Europe RMR A#cs #cs2 #hltv #Falcons #ECLOT","Counter-Strike Rankings, Upcoming Matches, and Results",2024-11-20T02:47:10.944580+00:00,"['Perfect World Shanghai Major 2024: European RMR A', 'Perfect World Shanghai Major 2024']"
