N14, 0, 0.627344, 0.655556, 0.152604, 0.088889
N140, 0, 0.781504, 0.531807, 0.156504, 0.061069
N141, 0, 0.498000, 0.662260, 0.396000, 0.098558
N142, 0, 0.256410, 0.673497, 0.230769, 0.068306
N143, 0, 0.532500, 0.488889, 0.681667, 0.337778
N144, 0, 0.324324, 0.476000, 0.414414, 0.148000
N145, 0, 0.665000, 0.510684, 0.398000, 0.269231
N147, 0, 0.484579, 0.627894, 0.176636, 0.047409
N148, 0, 0.510833, 0.619767, 0.208333, 0.123256
N149, 0, 0.510000, 0.396396, 0.276000, 0.096096
N15, 0, 0.373698, 0.607870, 0.141146, 0.063889
N150, 0, 0.544000, 0.480000, 0.400000, 0.184000
N151, 0, 0.508454, 0.541667, 0.321256, 0.083333
N152, 0, 0.538629, 0.558271, 0.500544, 0.187970
N153, 0, 0.480186, 0.818889, 0.340326, 0.073333
N154, 0, 0.351000, 0.651292, 0.278000, 0.143911
N155, 0, 0.540094, 0.738956, 0.396226, 0.136546
N156, 0, 0.155000, 0.762739, 0.114000, 0.060510
N158, 0, 0.494286, 0.599572, 0.291429, 0.051392
N16, 0, 0.536458, 0.611574, 0.148958, 0.065741
N160, 0, 0.505000, 0.688333, 0.245000, 0.070000
N162, 0, 0.486895, 0.658537, 0.381048, 0.139373
N163, 0, 0.413636, 0.493182, 0.130303, 0.063636
N164, 0, 0.669000, 0.550373, 0.346000, 0.197761
N165, 0, 0.476190, 0.656513, 0.319728, 0.094538
N166, 0, 0.727883, 0.597130, 0.177725, 0.108168
N167, 0, 0.621354, 0.456944, 0.523958, 0.241667
N168, 0, 0.485026, 0.524902, 0.264323, 0.045898
N169, 0, 0.483333, 0.652355, 0.410000, 0.152355
N17, 0, 0.152000, 0.708667, 0.128000, 0.065333
N170, 0, 0.463125, 0.868990, 0.178750, 0.117788
N171, 0, 0.400877, 0.508750, 0.756140, 0.332500
N172, 0, 0.517000, 0.578467, 0.446000, 0.186131
N173, 0, 0.466292, 0.563037, 0.573034, 0.266476
N174, 0, 0.510949, 0.507299, 0.364964, 0.092805
N175, 0, 0.369454, 0.655589, 0.114334, 0.072508
N176, 0, 0.578000, 0.756696, 0.376000, 0.084821
N177, 0, 0.511176, 0.425844, 0.243529, 0.079295
N178, 0, 0.545000, 0.771084, 0.250000, 0.149398
N179, 0, 0.386399, 0.565594, 0.145286, 0.056931
N18, 0, 0.440371, 0.567449, 0.151515, 0.061584
N181, 0, 0.419922, 0.528609, 0.134766, 0.066320
N183, 0, 0.698750, 0.620504, 0.317500, 0.125899
N184, 0, 0.535714, 0.523636, 0.768519, 0.552727
N185, 0, 0.572917, 0.441406, 0.309896, 0.062500
N186, 0, 0.512500, 0.560498, 0.097000, 0.103203
N187, 0, 0.688965, 0.648438, 0.260742, 0.096354
N188, 0, 0.405625, 0.884444, 0.077500, 0.080000
N189, 0, 0.559000, 0.551095, 0.406000, 0.218978
N19, 0, 0.210000, 0.716878, 0.156000, 0.101633
N190, 0, 0.536980, 0.520128, 0.289716, 0.090432
N191, 0, 0.680769, 0.625874, 0.386154, 0.136364
N192, 0, 0.524800, 0.605263, 0.180800, 0.100996
N193, 0, 0.483791, 0.049593, 0.284289, 0.092683
N195, 0, 0.460833, 0.410000, 0.301667, 0.211111
N196, 0, 0.484286, 0.370722, 0.288571, 0.102662
N197, 0, 0.434286, 0.591371, 0.182857, 0.137056
N198, 0, 0.549000, 0.546263, 0.242000, 0.110320
N199, 0, 0.147004, 0.683976, 0.125468, 0.145401
N2, -1, 0.690392, 0.772650, 0.221401, 0.063248
N20, 0, 0.336979, 0.714352, 0.155208, 0.078704
N200, 0, 0.531667, 0.534979, 0.410000, 0.135802
N201, 0, 0.319286, 0.452790, 0.190000, 0.077253
N202, 0, 0.486000, 0.785311, 0.344000, 0.101695
N203, 0, 0.494138, 0.632234, 0.240840, 0.061538
N204, 0, 0.203804, 0.663561, 0.152174, 0.055901
N205, 0, 0.667500, 0.550296, 0.261667, 0.100592
N206, 0, 0.529968, 0.620930, 0.296530, 0.125581
N207, 0, 0.510166, 0.693853, 0.232902, 0.063830
N208, 0, 0.394167, 0.629080, 0.125000, 0.053412
N209, 0, 0.464000, 0.587302, 0.348000, 0.116402
N21, 0, 0.508648, 0.668994, 0.250000, 0.103352
N210, 0, 0.480000, 0.692537, 0.388000, 0.131343
N211, 0, 0.383607, 0.591241, 0.281967, 0.094891
N212, 0, 0.512000, 0.543396, 0.388000, 0.218868
N213, 0, 0.485714, 0.719388, 0.222857, 0.122449
N214, 0, 0.341538, 0.477011, 0.169231, 0.085057
N215, 0, 0.347166, 0.930958, 0.350202, 0.124722
N216, 0, 0.522917, 0.465972, 0.375000, 0.098611
N217, 0, 0.482910, 0.657625, 0.176758, 0.057185
N218, 0, 0.477000, 0.677711, 0.250000, 0.078313
N219, 0, 0.501667, 0.546667, 0.996667, 0.275556
N22, 0, 0.351823, 0.857407, 0.190104, 0.075926
N220, 0, 0.531000, 0.698087, 0.334000, 0.095628
N221, 0, 0.391250, 0.747768, 0.262500, 0.129464
N222, 0, 0.509868, 0.560484, 0.184211, 0.137097
N223, 0, 0.545000, 0.291111, 0.860000, 0.231111
N224, 0, 0.493213, 0.705706, 0.244344, 0.072072
N225, 0, 0.399375, 0.645625, 0.152917, 0.085000
N226, 0, 0.485000, 0.647674, 0.402000, 0.118605
N227, 0, 0.697000, 0.568505, 0.142000, 0.140569
N229, 0, 0.542578, 0.492326, 0.525781, 0.290437
N23, 0, 0.240625, 0.649412, 0.146875, 0.056471
N230, 0, 0.539286, 0.681905, 0.304286, 0.099048
N231, 0, 0.794665, 0.635193, 0.147643, 0.098712
N232, 0, 0.497973, 0.483673, 0.222973, 0.085714
N233, 0, 0.503125, 0.194444, 0.387500, 0.166667
N234, 0, 0.682519, 0.638577, 0.213368, 0.093633
N235, 0, 0.466667, 0.461744, 0.816000, 0.467972
N236, 0, 0.750000, 0.434483, 0.145022, 0.103448
N237, 0, 0.302326, 0.532448, 0.202658, 0.103245
N238, 0, 0.506000, 0.450301, 0.352000, 0.123494
N239, 0, 0.461250, 0.687166, 0.392500, 0.101604
N24, 0, 0.468478, 0.595714, 0.280435, 0.088571
N240, 0, 0.449000, 0.385621, 0.242000, 0.124183
N241, 0, 0.495625, 0.577500, 0.363750, 0.128333
N242, 0, 0.490000, 0.618694, 0.306667, 0.109792
N244, 0, 0.819792, 0.683333, 0.243750, 0.062500
N245, 0, 0.476844, 0.664444, 0.295026, 0.088889
N246, 0, 0.183000, 0.711491, 0.274000, 0.146699
N247, 0, 0.486616, 0.489723, 0.156150, 0.053619
N248, 0, 0.497917, 0.544239, 0.195833, 0.067901
N25, 0, 0.398913, 0.517143, 0.223913, 0.068571
N27, 0, 0.686328, 0.849306, 0.285156, 0.181944
N28, 0, 0.454948, 0.637037, 0.141146, 0.062963
N3, -1, 0.178648, 0.603004, 0.200644, 0.115880
N30, 0, 0.670937, 0.492288, 0.181875, 0.053985
N31, 0, 0.530833, 0.617500, 0.208333, 0.070000
N32, 0, 0.716667, 0.498677, 0.233333, 0.092593
N33, 0, 0.540104, 0.655556, 0.188542, 0.079630
N34, 0, 0.384896, 0.501389, 0.169792, 0.100926
N35, 0, 0.271667, 0.785088, 0.220000, 0.087719
N36, 0, 0.757500, 0.486979, 0.208333, 0.135417
N37, 0, 0.190247, 0.537113, 0.168956, 0.121649
N38, 0, 0.508789, 0.801432, 0.242188, 0.066406
N4, -1, 0.433041, 0.632153, 0.138310, 0.058872
N40, 0, 0.504444, 0.660000, 0.280000, 0.131429
N42, 0, 0.347150, 0.557692, 0.272021, 0.142308
N43, 0, 0.365449, 0.821622, 0.259136, 0.124324
N44, 0, 0.444712, 0.700696, 0.346154, 0.092807
N45, 0, 0.550000, 0.612360, 0.451515, 0.123596
N46, 0, 0.674757, 0.555016, 0.370011, 0.404531
N47, 0, 0.474000, 0.709337, 0.304000, 0.141566
N48, 0, 0.491000, 0.805158, 0.358000, 0.126074
N49, 0, 0.456667, 0.456973, 0.260000, 0.112760
N5, -1, 0.549740, 0.681019, 0.122396, 0.049074
N50, 0, 0.498000, 0.771772, 0.592000, 0.204204
N51, 0, 0.718750, 0.761589, 0.177632, 0.119205
N52, 0, 0.595281, 0.602198, 0.341198, 0.087912
N53, 0, 0.502336, 0.498512, 0.328660, 0.122024
N54, 0, 0.488000, 0.525526, 0.220000, 0.078078
N56, 0, 0.512354, 0.681055, 0.239272, 0.091127
N57, 0, 0.480530, 0.453750, 0.303738, 0.102500
N58, 0, 0.508594, 0.483908, 0.326562, 0.094253
N59, 0, 0.498118, 0.461367, 0.330645, 0.103964
N6, -1, 0.515625, 0.595833, 0.137500, 0.060185
N61, 0, 0.508000, 0.600656, 0.384000, 0.098468
N62, 0, 0.710000, 0.780669, 0.264000, 0.163569
N63, 0, 0.576122, 0.435556, 0.200321, 0.097778
N64, 0, 0.086391, 0.740789, 0.114679, 0.171053
N65, 0, 0.598177, 0.597685, 0.129688, 0.063889
N66, 0, 0.466216, 0.575328, 0.303089, 0.072052
N67, 0, 0.500000, 0.510000, 0.344000, 0.094286
N68, 0, 0.498750, 0.522514, 0.200000, 0.061914
N69, 0, 0.615417, 0.633125, 0.169167, 0.106250
N7, -1, 0.652865, 0.625463, 0.108854, 0.049074
N70, 0, 0.363125, 0.760377, 0.261250, 0.101887
N72, 0, 0.511000, 0.522849, 0.278000, 0.094086
N73, 0, 0.628302, 0.610526, 0.320755, 0.147368
N74, 0, 0.527000, 0.642458, 0.410000, 0.111732
N75, 0, 0.522530, 0.590909, 0.237435, 0.047540
N77, 0, 0.662143, 0.581146, 0.292857, 0.255370
N78, 0, 0.564232, 0.720648, 0.392947, 0.145749
N79, 0, 0.356490, 0.581502, 0.299817, 0.108059
N8, -1, 0.390446, 0.793072, 0.248818, 0.079172
N80, 0, 0.620000, 0.386905, 0.248000, 0.083333
N81, 0, 0.255864, 0.727064, 0.230277, 0.068807
N82, 0, 0.576562, 0.585938, 0.203125, 0.043750
N84, 0, 0.584000, 0.715352, 0.228000, 0.070362
N85, 0, 0.527211, 0.869180, 0.315193, 0.155211
N86, 0, 0.848437, 0.550450, 0.296875, 0.117117
N88, 0, 0.473770, 0.387574, 0.265574, 0.248521
N89, 0, 0.528000, 0.618321, 0.456000, 0.132316
N9, -1, 0.584168, 0.386760, 0.599198, 0.390244
N90, 0, 0.284689, 0.663636, 0.315789, 0.078788
N91, 0, 0.488333, 0.497500, 0.180000, 0.060000
N92, 0, 0.533000, 0.623670, 0.614000, 0.135638
N93, 0, 0.441797, 0.504861, 0.282031, 0.195833
N94, 0, 0.306000, 0.715493, 0.360000, 0.112676
N95, 0, 0.478889, 0.470000, 0.855556, 0.363333
N96, 0, 0.543333, 0.563793, 0.477778, 0.155172
N97, 0, 0.521300, 0.856383, 0.257848, 0.095745
N98, 0, 0.879261, 0.674242, 0.159091, 0.093939
N99, 0, 0.577004, 0.454802, 0.487342, 0.180791
